x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,label,frame,path
0.40698400139808655,0.5837064981460571,0.4184160530567169,0.510053277015686,0.44957271218299866,0.45895251631736755,0.48348119854927063,0.44375303387641907,0.4996926188468933,0.4635111093521118,0.4418829083442688,0.45968037843704224,0.4770506024360657,0.44228774309158325,0.5016114115715027,0.4529755115509033,0.5091631412506104,0.4673912823200226,0.44204583764076233,0.5137313008308411,0.4918014109134674,0.5199487209320068,0.5093227028846741,0.5189546942710876,0.5005569458007812,0.5190562605857849,0.44186386466026306,0.5748653411865234,0.4944671392440796,0.5826083421707153,0.5115181803703308,0.575075089931488,0.5002327561378479,0.561240017414093,0.44378188252449036,0.6300534009933472,0.486575722694397,0.6391544342041016,0.5031607151031494,0.6355125308036804,0.4985145032405853,0.6271546483039856,forward,00027,HAR_mediapipe/data/new_dataset/train//forward/forward_00027.jpg
0.3693879544734955,0.5640686750411987,0.377837210893631,0.49422499537467957,0.40637683868408203,0.4248870313167572,0.4375634491443634,0.39287662506103516,0.4626447558403015,0.3735271692276001,0.3941713869571686,0.4538966417312622,0.42458850145339966,0.42047491669654846,0.44447046518325806,0.4372427463531494,0.44191649556159973,0.44866061210632324,0.39580923318862915,0.5052179098129272,0.4166989028453827,0.4924490451812744,0.43668225407600403,0.502192497253418,0.43534472584724426,0.5019844174385071,0.39966529607772827,0.5602988004684448,0.4165426790714264,0.5622652173042297,0.4337499141693115,0.5708221793174744,0.4309801757335663,0.5592382550239563,0.40444231033325195,0.6126930117607117,0.4245359003543854,0.6316305994987488,0.4341072142124176,0.631910502910614,0.43052878975868225,0.6163061261177063,forward,00033,HAR_mediapipe/data/new_dataset/train//forward/forward_00033.jpg
0.409964382648468,0.5709247589111328,0.42256423830986023,0.4982830882072449,0.45171403884887695,0.43106162548065186,0.48391205072402954,0.39185404777526855,0.5099905133247375,0.37872081995010376,0.445150762796402,0.44010841846466064,0.4859544336795807,0.419694185256958,0.5040959715843201,0.43351101875305176,0.5004846453666687,0.4529614746570587,0.44375044107437134,0.4966629445552826,0.49360010027885437,0.49700334668159485,0.5077024102210999,0.5002531409263611,0.49619778990745544,0.5020451545715332,0.4421447813510895,0.5580528974533081,0.49107518792152405,0.5638694763183594,0.5054245591163635,0.5575869679450989,0.49523061513900757,0.5434343814849854,0.44060418009757996,0.6140856146812439,0.4793851971626282,0.6285092830657959,0.49423596262931824,0.6242227554321289,0.4925883412361145,0.6134625673294067,forward,00032,HAR_mediapipe/data/new_dataset/train//forward/forward_00032.jpg
0.3649809956550598,0.5338424444198608,0.3741708993911743,0.4711454510688782,0.4008347690105438,0.4190971255302429,0.42924532294273376,0.39585620164871216,0.45412200689315796,0.38375458121299744,0.38273686170578003,0.4488326609134674,0.41762104630470276,0.424683541059494,0.4309587776660919,0.45106250047683716,0.4260556399822235,0.47002774477005005,0.38058921694755554,0.502368152141571,0.40924009680747986,0.4990444779396057,0.4241814613342285,0.5207238793373108,0.4228430986404419,0.5292782783508301,0.3819952607154846,0.555205225944519,0.4101758301258087,0.5708282589912415,0.4239930212497711,0.5884456634521484,0.4236242473125458,0.5886147618293762,0.3881198465824127,0.604299783706665,0.4147201478481293,0.6293238401412964,0.42601972818374634,0.6405722498893738,0.42489275336265564,0.6375068426132202,forward,00026,HAR_mediapipe/data/new_dataset/train//forward/forward_00026.jpg
0.3386664390563965,0.5699807405471802,0.35682252049446106,0.49916353821754456,0.38291317224502563,0.44598695635795593,0.40248000621795654,0.4246693253517151,0.41135698556900024,0.4213992953300476,0.36236321926116943,0.4566630721092224,0.37945061922073364,0.42514562606811523,0.3855024576187134,0.4321283996105194,0.3822902739048004,0.4334961175918579,0.3587576448917389,0.4977595806121826,0.37354934215545654,0.4834217131137848,0.38143327832221985,0.48308074474334717,0.3807232975959778,0.47730645537376404,0.3588275611400604,0.5434520840644836,0.3737910985946655,0.5393536686897278,0.37824180722236633,0.5342459678649902,0.373633474111557,0.5169547200202942,0.3620479702949524,0.5901074409484863,0.377890944480896,0.6018521189689636,0.37671715021133423,0.5984557867050171,0.36842018365859985,0.58346027135849,forward,00018,HAR_mediapipe/data/new_dataset/train//forward/forward_00018.jpg
0.39903220534324646,0.572922945022583,0.41247403621673584,0.5001807808876038,0.44398733973503113,0.4307577311992645,0.475968599319458,0.3921675682067871,0.5015312433242798,0.3775082230567932,0.43222540616989136,0.4409211277961731,0.47499537467956543,0.42690274119377136,0.4929330348968506,0.43846023082733154,0.4890342950820923,0.4558126926422119,0.4311503767967224,0.49837231636047363,0.48222780227661133,0.49880537390708923,0.49401578307151794,0.5068501830101013,0.48115792870521545,0.511155903339386,0.430747389793396,0.5596816539764404,0.47641709446907043,0.5635601878166199,0.4896814227104187,0.5661999583244324,0.48038849234580994,0.5579094290733337,0.4309573471546173,0.6165899038314819,0.46884506940841675,0.6330737471580505,0.4831097722053528,0.629564642906189,0.4830913841724396,0.6164722442626953,forward,00030,HAR_mediapipe/data/new_dataset/train//forward/forward_00030.jpg
0.3398028314113617,0.5065653324127197,0.334306001663208,0.46062514185905457,0.33479419350624084,0.41968706250190735,0.3467920422554016,0.40586593747138977,0.368869423866272,0.3954576849937439,0.32427558302879333,0.46256810426712036,0.3152327239513397,0.47890353202819824,0.3132609724998474,0.4948875308036804,0.3080016076564789,0.5008043646812439,0.3315461277961731,0.5180593729019165,0.30924496054649353,0.5386242270469666,0.30112409591674805,0.553826630115509,0.2924017608165741,0.5561128258705139,0.3394450545310974,0.5626160502433777,0.3240133225917816,0.5853263735771179,0.3122791051864624,0.6002911329269409,0.29871702194213867,0.6030218601226807,0.3467096984386444,0.5964041948318481,0.3418946862220764,0.6175557374954224,0.3332846164703369,0.6300484538078308,0.32025328278541565,0.6340649724006653,forward,00024,HAR_mediapipe/data/new_dataset/train//forward/forward_00024.jpg
0.3383897542953491,0.5219227075576782,0.3366454839706421,0.47460272908210754,0.33476290106773376,0.4351210296154022,0.34441763162612915,0.4241847097873688,0.36255690455436707,0.4141426086425781,0.3187611401081085,0.48874327540397644,0.3112521767616272,0.4916522800922394,0.3104638159275055,0.5000712871551514,0.30535244941711426,0.5042141675949097,0.3254658877849579,0.5383122563362122,0.3001038730144501,0.5663873553276062,0.2920736074447632,0.5864557027816772,0.2853522002696991,0.5926907658576965,0.33361685276031494,0.5767475366592407,0.3135938346385956,0.6082789301872253,0.3022855222225189,0.6275827288627625,0.2910708487033844,0.6360499262809753,0.3425724506378174,0.6037265062332153,0.32982537150382996,0.6321249604225159,0.31905415654182434,0.6458455324172974,0.30606740713119507,0.6496517062187195,forward,00025,HAR_mediapipe/data/new_dataset/train//forward/forward_00025.jpg
0.4574820399284363,0.5591456890106201,0.4772507846355438,0.46797603368759155,0.5118361711502075,0.39607518911361694,0.5454428791999817,0.3683711290359497,0.5685497522354126,0.3872634768486023,0.5064526796340942,0.4201706051826477,0.5513725280761719,0.40404465794563293,0.5734850168228149,0.4172859489917755,0.5758874416351318,0.43587321043014526,0.508169949054718,0.4849095344543457,0.5615893602371216,0.4820510447025299,0.5815046429634094,0.4831412434577942,0.5775480270385742,0.4839318096637726,0.5062209963798523,0.5501498579978943,0.5577096939086914,0.5460043549537659,0.5773375034332275,0.5422344207763672,0.5753980875015259,0.5317701697349548,0.502117931842804,0.6059027314186096,0.5445597767829895,0.6145434975624084,0.565035343170166,0.6075530648231506,0.5704185366630554,0.5962826609611511,forward,00031,HAR_mediapipe/data/new_dataset/train//forward/forward_00031.jpg
0.3383610248565674,0.5266598463058472,0.3511723577976227,0.477814257144928,0.37447601556777954,0.43991053104400635,0.39402180910110474,0.4316140115261078,0.4078122675418854,0.4328780770301819,0.35274845361709595,0.474913090467453,0.3686984181404114,0.46584251523017883,0.37575310468673706,0.47945401072502136,0.3710147440433502,0.4844999611377716,0.34757357835769653,0.5253207087516785,0.3574124872684479,0.5413444638252258,0.3668733537197113,0.5538930892944336,0.3666379451751709,0.5568607449531555,0.3470901846885681,0.5745750665664673,0.3590693175792694,0.6083564758300781,0.36417829990386963,0.6210705041885376,0.3592304587364197,0.617477297782898,0.35086095333099365,0.6209434866905212,0.36877745389938354,0.6603286862373352,0.37201014161109924,0.6739412546157837,0.3668613135814667,0.6694028973579407,forward,00019,HAR_mediapipe/data/new_dataset/train//forward/forward_00019.jpg
